,Contact_ID,Start_Date,Prospect Outcome,Prospect Status,Prospect Renewal Date,Renewal Month,Payment Method,Renewal Score at release,Proforma Membership Status,Anchor or Indie,Anchor Group,Proforma Approved Lists,Tenure (Years),Tenure Group,Band,Date Paid,Payment Timeframe,Payment Time Frame 2,Payment Time Frame 3,Total Net Paid,Starting Net,Auto Renewal - Proforma Release,Now on Auto Renewal,Process
1787,539384918566,2024-09-24,Won,Renewed,2024-10-16,2024-10-01,WORLD PAY,27.5,Accredited,Anchored,2,2,21,4+,Band B,2024-10-08 11:43:25.643,-8.0,Within 13 Days Prior to Renewal,Paid Early,599.0,599,1,1,process
1788,539384918650,2024-09-24,Won,Renewed,2024-10-03,2024-10-01,CARD,27.5,Accredited,Anchored,4-9,5,6,4+,Band C1,2024-09-26 09:39:37.160,-7.0,Within 13 Days Prior to Renewal,Paid Early,799.0,799,1,1,process
1789,539384918903,2024-09-24,Won,Renewed,2024-10-15,2024-10-01,CARD,28.0,Accredited,Anchored,4-9,7,16,4+,Band E,2024-10-15 04:01:04.587,0.0,On Renewal Date,Paid on Time,1349.0,1349,1,1,process
1790,539384922944,2024-09-24,Lost,Not Value for Money,2024-10-20,2024-10-01,,23.5,Accredited,Independent,Independent,0,1,1,Band B,,,,,,704,1,0,process
1791,539384924503,2024-09-24,Won,Renewed,2024-10-06,2024-10-01,WORLD PAY,27.0,Accredited,Anchored,1,1,10,4+,Band C1,2024-10-06 04:01:07.947,0.0,On Renewal Date,Paid on Time,799.0,799,1,1,process
1792,539384930771,2024-09-24,Won,Renewed,2024-10-21,2024-10-01,CARD,23.0,Member Only,Anchored,1,1,3,3,Band B,2024-10-21 04:01:14.183,0.0,On Renewal Date,Paid on Time,684.0,684,1,1,process
1793,539384934146,2024-09-24,Won,Renewed,2024-10-07,2024-10-01,CARD,25.0,Accredited,Independent,Independent,0,2,2,Band B,2024-10-29 10:45:17.920,22.0,Within 1 Month After Renewal,Paid Late,684.0,684,0,1,process
1794,539384944563,2024-09-24,Won,Renewed,2024-10-20,2024-10-01,CARD,27.0,Accredited,Anchored,2,2,5,4+,Band C1,2024-10-20 04:01:39.410,0.0,On Renewal Date,Paid on Time,799.0,799,1,1,process
1795,539384947699,2024-09-24,Won,Renewed,2024-10-20,2024-10-01,CARD,25.0,Accredited,Anchored,2,2,1,1,Band F2,2024-10-20 04:01:48.170,0.0,On Renewal Date,Paid on Time,2139.0,2139,1,1,process
1796,539385141457,2024-09-25,Won,Renewed,2024-10-14,2024-10-01,CARD,28.0,Accredited,Anchored,10+,18,15,4+,Band D,2024-10-14 04:00:42.637,0.0,On Renewal Date,Paid on Time,1279.0,1279,1,1,process
1797,539385144884,2024-09-25,Won,Renewed,2024-10-03,2024-10-01,BACS,27.5,Accredited,Anchored,10+,41,6,4+,Band H,2024-10-07 00:00:00.000,4.0,Within 13 Days After Renewal,Paid Late,2839.0,2839,1,1,process
1798,539385150112,2024-09-25,Won,Renewed,2024-10-04,2024-10-01,WORLD PAY,27.5,Accredited,Anchored,2,2,7,4+,Band B,2024-10-04 04:00:29.220,0.0,On Renewal Date,Paid on Time,599.0,599,1,1,process
1799,539385152289,2024-09-25,Won,Renewed,2024-10-20,2024-10-01,CARD,28.0,Accredited,Anchored,4-9,7,9,4+,Band C2,2024-10-20 04:01:33.143,0.0,On Renewal Date,Paid on Time,1099.0,1099,1,1,process
1800,539385159242,2024-09-25,Won,Renewed,2024-10-06,2024-10-01,WORLD PAY,27.0,Accredited,Anchored,1,1,15,4+,Band D,2024-10-06 04:01:08.703,0.0,On Renewal Date,Paid on Time,1279.0,1279,1,1,process
1801,539385160226,2024-09-25,Lost,Cannot Pass Audit,2024-10-19,2024-10-01,,22.0,Member Only,Anchored,2,2,1,1,Band B,,,,,,704,1,0,process
1802,539385172966,2024-09-25,Won,Renewed,2024-10-08,2024-10-01,BACS,27.0,Accredited,Anchored,2,2,6,4+,Band C2,2024-10-10 00:00:00.000,2.0,Within 13 Days After Renewal,Paid Late,949.0,949,0,0,process
1803,539385177480,2024-09-25,Won,Renewed,2024-10-06,2024-10-01,BACS,25.5,In Progress,Anchored,4-9,5,3,3,Band E,2024-10-04 00:00:00.000,-2.0,Within 13 Days Prior to Renewal,Paid Early,1349.0,1349,0,0,process
1804,539385179323,2024-09-25,Won,Renewed,2024-10-20,2024-10-01,CARD,24.5,Accredited,Anchored,1,1,1,1,Band B,2024-10-20 04:01:46.617,0.0,On Renewal Date,Paid on Time,599.0,684,1,1,process
1805,539385185396,2024-09-25,Lost,Not Value for Money,2024-10-06,2024-10-01,,28.0,Accredited,Anchored,4-9,4,15,4+,Band C2,,,,,,949,0,0,process
1806,539385186728,2024-09-25,Won,Renewed,2024-10-20,2024-10-01,CARD,24.5,Accredited,Anchored,1,1,1,1,Band B,2024-10-20 04:01:46.990,0.0,On Renewal Date,Paid on Time,704.0,704,1,1,process
1807,539385210656,2024-09-25,Won,Renewed,2024-10-06,2024-10-01,BACS,26.0,Accredited,Anchored,1,1,2,2,Band D,2025-01-08 00:00:00.000,94.0,2-3 Months After Renewal,Paid Late,749.4,1309,0,0,process
1808,539385212134,2024-09-25,Won,Renewed,2024-10-08,2024-10-01,CARD,28.0,Accredited,Anchored,3,3,11,4+,Band C1,2024-10-01 16:01:17.100,-7.0,Within 13 Days Prior to Renewal,Paid Early,799.0,799,0,1,process
1809,539385219768,2024-09-25,Won,Renewed,2024-10-21,2024-10-01,WORLD PAY,24.5,In Progress,Independent,Independent,0,11,4+,Band C1,2024-10-07 13:58:52.747,-14.0,Within 1 Month Prior to Renewal,Paid Early,919.0,919,1,1,process
1810,539385222255,2024-09-25,Lost,Not Value for Money,2024-10-06,2024-10-01,,24.5,Accredited,Anchored,1,1,1,1,Band B,,,,,,704,0,0,process
1811,539385226414,2024-09-25,Won,Renewed,2024-10-21,2024-10-01,CARD,23.5,Member Only,Anchored,1,1,5,4+,Band C1,2024-10-21 04:01:12.347,0.0,On Renewal Date,Paid on Time,799.0,799,1,1,process
1812,539385233780,2024-09-25,Won,Renewed,2024-10-08,2024-10-01,WORLD PAY,27.0,Accredited,Anchored,2,2,4,4+,Band D,2024-10-08 11:50:06.650,0.0,On Renewal Date,Paid on Time,1159.0,1159,1,1,process
1813,539385269830,2024-09-25,Won,Renewed,2024-10-22,2024-10-01,CARD,26.5,Accredited,Anchored,1,1,5,4+,Band C2,2024-10-22 04:00:46.587,0.0,On Renewal Date,Paid on Time,1069.0,1069,1,1,process
1814,539385280142,2024-09-25,Won,Renewed,2024-10-08,2024-10-01,WORLD PAY,28.0,Accredited,Anchored,4-9,5,14,4+,Band C1,2024-10-08 10:20:09.273,0.0,On Renewal Date,Paid on Time,799.0,919,0,1,process
1815,539385287495,2024-09-25,Lost,Not Value for Money,2024-10-11,2024-10-01,,20.5,Member Only,Independent,Independent,0,1,1,Band B,,,,,,704,1,0,process
1816,539385289538,2024-09-25,Won,Renewed,2024-10-08,2024-10-01,BACS,28.0,Accredited,Anchored,10+,10,9,4+,Band D,2024-10-02 00:00:00.000,-6.0,Within 13 Days Prior to Renewal,Paid Early,1279.0,1279,0,0,process
1817,539385307366,2024-09-25,Won,Renewed,2024-10-20,2024-10-01,BACS,28.0,Accredited,Anchored,4-9,9,8,4+,Band F2,2024-11-05 00:00:00.000,16.0,Within 1 Month After Renewal,Paid Late,2139.0,2139,1,1,process
1818,539385315500,2024-09-25,Won,Renewed,2024-10-08,2024-10-01,BACS,26.0,Accredited,Anchored,1,1,3,3,Band F1,2024-10-02 00:00:00.000,-6.0,Within 13 Days Prior to Renewal,Paid Early,2009.0,2009,0,0,process
1819,539385315853,2024-09-25,Won,Renewed,2024-10-22,2024-10-01,CARD,23.5,Member Only,Anchored,2,2,3,3,Band B,2024-10-22 04:00:49.740,0.0,On Renewal Date,Paid on Time,599.0,599,1,1,process
1820,539385325947,2024-09-25,Won,Renewed,2024-10-16,2024-10-01,CARD,23.5,Accredited,Independent,Independent,0,1,1,Band B,2024-10-16 04:00:46.147,0.0,On Renewal Date,Paid on Time,704.0,704,1,1,process
1821,539385328218,2024-09-25,Won,Renewed,2024-10-08,2024-10-01,BACS,26.5,Accredited,Anchored,1,1,6,4+,Band F2,2024-09-27 00:00:00.000,-11.0,Within 13 Days Prior to Renewal,Paid Early,2139.0,2139,0,0,process
1822,539385330835,2024-09-25,Won,Renewed,2024-10-08,2024-10-01,WORLD PAY,22.5,Member Only,Independent,Independent,0,4,4+,Band C2,2024-10-08 12:29:09.233,0.0,On Renewal Date,Paid on Time,949.0,949,0,1,process
1823,539385338398,2024-09-25,Won,Renewed,2024-10-08,2024-10-01,WORLD PAY,28.0,Accredited,Anchored,3,3,11,4+,Band B,2024-10-08 10:38:46.317,0.0,On Renewal Date,Paid on Time,599.0,704,0,1,process
1824,539385341451,2024-09-25,Won,Renewed,2024-10-08,2024-10-01,CARD,27.0,Accredited,Anchored,1,1,10,4+,Band B,2024-10-18 11:17:44.177,10.0,Within 13 Days After Renewal,Paid Late,599.0,704,1,0,process
1825,539385363644,2024-09-25,Won,Renewed,2024-10-22,2024-10-01,CARD,27.0,Accredited,Anchored,3,3,3,3,Band D,2024-10-22 04:00:49.337,0.0,On Renewal Date,Paid on Time,1159.0,1159,1,1,process
1826,539385421325,2024-09-25,Lost,No Longer Trading,2024-10-03,2024-10-01,,27.0,Accredited,Anchored,1,1,10,4+,Band B,,,,,,599,1,0,process
1827,539385421622,2024-09-25,Won,Renewed,2024-10-22,2024-10-01,CARD,27.0,Accredited,Anchored,2,2,5,4+,Band B,2024-10-22 04:00:44.910,0.0,On Renewal Date,Paid on Time,599.0,599,1,1,process
1828,539385423353,2024-09-25,Lost,No Longer Trading,2024-10-03,2024-10-01,,27.0,Accredited,Anchored,1,1,10,4+,Band B,,,,,,599,1,0,process
1829,539385426230,2024-09-25,Won,Application and Money In,2024-10-04,2024-10-01,CARD,26.0,Accredited,Anchored,1,1,3,3,Band A,2025-01-10 13:12:00.000,98.0,2-3 Months After Renewal,Paid Late,399.0,399,1,0,process
1830,539385427672,2024-09-25,Won,Renewed,2024-10-13,2024-10-01,CARD,27.5,Accredited,Anchored,2,2,10,4+,Band C1,2024-10-13 04:00:28.747,0.0,On Renewal Date,Paid on Time,919.0,919,1,1,process
1831,539385432839,2024-09-25,Won,Renewed,2024-10-04,2024-10-01,WORLD PAY,28.0,Accredited,Anchored,4-9,5,11,4+,Band D,2024-10-04 04:00:24.890,0.0,On Renewal Date,Paid on Time,1279.0,1279,1,1,process
1832,539385437556,2024-09-25,Won,Renewed,2024-10-13,2024-10-01,CARD,28.0,Accredited,Anchored,3,3,7,4+,Band C2,2024-10-13 04:00:36.367,0.0,On Renewal Date,Paid on Time,1069.0,1069,1,1,process
1833,539385440065,2024-09-25,Lost,Not Value for Money,2024-10-20,2024-10-01,,23.5,Accredited,Independent,Independent,0,1,1,Band B,,,,,,704,1,0,process
1834,539385446664,2024-09-25,Won,Renewed,2024-10-14,2024-10-01,CARD,28.0,Accredited,Anchored,3,3,9,4+,Band E,2024-10-14 04:00:43.633,0.0,On Renewal Date,Paid on Time,1469.0,1469,1,1,process
1835,539385447673,2024-09-25,Won,Renewed,2024-10-14,2024-10-01,CARD,28.0,Accredited,Anchored,3,3,9,4+,Band E,2024-10-14 04:00:43.633,0.0,On Renewal Date,Paid on Time,1469.0,1469,1,1,process
1836,539385458045,2024-09-25,Won,Renewed,2024-10-15,2024-10-01,CARD,27.5,Accredited,Anchored,2,2,15,4+,Band D,2024-10-15 04:00:59.997,0.0,On Renewal Date,Paid on Time,1159.0,1159,1,1,process
1837,539385464012,2024-09-25,Won,Renewed,2024-10-15,2024-10-01,CARD,27.0,Accredited,Anchored,1,1,10,4+,Band B,2024-10-15 04:01:02.353,0.0,On Renewal Date,Paid on Time,684.0,684,1,1,process
1838,539385466371,2024-09-25,Won,Renewed,2024-10-07,2024-10-01,BACS,28.0,Accredited,Anchored,4-9,8,9,4+,Band F2,2024-10-09 00:00:00.000,2.0,Within 13 Days After Renewal,Paid Late,2139.0,2139,1,1,process
1839,539385469653,2024-09-25,Won,Renewed,2024-10-15,2024-10-01,CARD,27.0,Accredited,Anchored,1,1,16,4+,Band D,2024-10-15 04:00:59.363,0.0,On Renewal Date,Paid on Time,1279.0,1279,1,1,process
1840,539385480504,2024-09-25,Won,Renewed,2024-10-07,2024-10-01,BACS,27.5,Accredited,Anchored,2,2,9,4+,Band B,2024-10-07 00:00:00.000,0.0,On Renewal Date,Paid on Time,599.0,599,1,1,process
1841,539385485158,2024-09-25,Won,Renewed,2024-10-22,2024-10-01,CARD,28.0,Accredited,Anchored,10+,12,21,4+,Band F2,2024-10-22 04:00:38.030,0.0,On Renewal Date,Paid on Time,1979.0,1979,1,1,process
1842,539385498100,2024-09-25,Won,Renewed,2024-10-08,2024-10-01,WORLD PAY,28.0,Accredited,Anchored,4-9,7,9,4+,Band C2,2024-10-08 04:00:29.187,0.0,On Renewal Date,Paid on Time,1099.0,1099,1,1,process
1843,539385537001,2024-09-25,Won,Renewed,2024-10-10,2024-10-01,CARD,27.0,Accredited,Anchored,4-9,5,2,2,Band C2,2024-10-22 14:04:00.000,12.0,Within 13 Days After Renewal,Paid Late,1099.0,1099,1,1,process
1844,539570547977,2024-09-25,Won,Renewed,2024-10-21,2024-10-01,CARD,23.5,In Progress,Independent,Independent,0,2,2,Band C1,2024-10-21 04:01:21.033,0.0,On Renewal Date,Paid on Time,799.0,799,1,1,process
1845,539570586788,2024-09-25,Won,Renewed,2024-10-02,2024-10-01,CARD,27.0,Accredited,Anchored,1,1,15,4+,Band C2,2024-10-02 04:00:45.033,0.0,On Renewal Date,Paid on Time,949.0,949,1,1,process
1846,539570614868,2024-09-25,Won,Renewed,2024-10-19,2024-10-01,CARD,24.5,Member Only,Anchored,4-9,4,4,4+,Band C2,2024-10-22 13:14:31.897,3.0,Within 13 Days After Renewal,Paid Late,1099.0,1099,1,1,process
1847,539570624725,2024-09-25,Won,Renewed,2024-10-03,2024-10-01,WORLD PAY,27.0,Accredited,Anchored,2,2,6,4+,Band D,2024-10-03 04:00:30.637,0.0,On Renewal Date,Paid on Time,1279.0,1279,1,1,process
1848,539570627100,2024-09-25,Won,Renewed,2024-10-20,2024-10-01,CARD,28.0,Accredited,Anchored,3,3,9,4+,Band C2,2024-10-20 04:01:28.653,0.0,On Renewal Date,Paid on Time,949.0,949,1,1,process
1849,539570634070,2024-09-25,Won,Renewed,2024-10-17,2024-10-01,CARD,28.0,Accredited,Anchored,4-9,7,7,4+,Band D,2024-10-17 04:00:33.963,0.0,On Renewal Date,Paid on Time,1279.0,1279,1,1,process
1850,539570635116,2024-09-25,Won,Renewed,2024-10-17,2024-10-01,CARD,28.0,Accredited,Anchored,4-9,7,7,4+,Band D,2024-10-17 04:00:33.963,0.0,On Renewal Date,Paid on Time,1279.0,1279,1,1,process
1851,539570654832,2024-09-25,Won,Renewed,2024-10-07,2024-10-01,CARD,28.0,Accredited,Anchored,4-9,5,16,4+,Band B,2024-10-18 13:36:51.257,11.0,Within 13 Days After Renewal,Paid Late,704.0,704,1,1,process
1852,539570654942,2024-09-25,Won,Renewed,2024-10-12,2024-10-01,BACS,27.5,Accredited,Anchored,2,2,15,4+,Band C2,2024-10-11 00:00:00.000,-1.0,Within 13 Days Prior to Renewal,Paid Early,949.0,949,1,1,process
1853,539570655081,2024-09-25,Won,Renewed,2024-10-07,2024-10-01,CARD,28.0,Accredited,Anchored,4-9,5,16,4+,Band B,2024-10-18 13:36:51.257,11.0,Within 13 Days After Renewal,Paid Late,704.0,704,1,1,process
1854,539570661768,2024-09-25,Won,Renewed,2024-10-08,2024-10-01,WORLD PAY,28.0,Accredited,Anchored,3,3,9,4+,Band C2,2024-10-07 10:41:04.760,-1.0,Within 13 Days Prior to Renewal,Paid Early,949.0,949,1,0,process
1855,539570664148,2024-09-25,Won,Renewed,2024-10-20,2024-10-01,CARD,28.0,Accredited,Anchored,4-9,7,8,4+,Band E,2024-10-22 13:35:00.000,2.0,Within 13 Days After Renewal,Paid Late,1349.0,1349,1,1,process
1856,539570683739,2024-09-25,Won,Renewed,2024-10-20,2024-10-01,CARD,26.0,Accredited,Anchored,1,1,2,2,Band C1,2024-10-20 04:01:44.493,0.0,On Renewal Date,Paid on Time,919.0,919,1,0,process
1857,539570693396,2024-09-25,Won,Renewed,2024-10-20,2024-10-01,CARD,26.0,Accredited,Anchored,1,1,3,3,Band B,2024-10-20 04:01:42.623,0.0,On Renewal Date,Paid on Time,524.0,599,1,1,process
1858,539570693970,2024-09-25,Won,Renewed,2024-10-10,2024-10-01,WORLD PAY,27.5,Accredited,Anchored,4-9,4,6,4+,Band C2,2024-10-10 04:00:51.567,0.0,On Renewal Date,Paid on Time,1069.0,1069,1,1,process
1859,539570697394,2024-09-25,Won,Renewed,2024-10-11,2024-10-01,CARD,27.0,Accredited,Anchored,2,2,6,4+,Band B,2024-10-11 04:00:26.607,0.0,On Renewal Date,Paid on Time,599.0,599,1,1,process
1860,539570713769,2024-09-25,Won,Renewed,2024-10-21,2024-10-01,CARD,23.0,Member Only,Anchored,1,1,2,2,Band C1,2024-10-21 04:01:18.107,0.0,On Renewal Date,Paid on Time,799.0,799,1,1,process
1861,539570715396,2024-09-25,Won,Renewed,2024-10-14,2024-10-01,CARD,25.0,Member Only,Anchored,4-9,5,8,4+,Band B,2024-10-14 04:00:43.147,0.0,On Renewal Date,Paid on Time,599.0,599,1,1,process
1862,539570720143,2024-09-25,Won,Renewed,2024-10-12,2024-10-01,CARD,27.0,Accredited,Anchored,1,1,15,4+,Band B,2024-10-12 04:00:42.917,0.0,On Renewal Date,Paid on Time,684.0,684,1,1,process
1863,539570720424,2024-09-25,Won,Renewed,2024-10-04,2024-10-01,WORLD PAY,28.0,Accredited,Anchored,4-9,4,17,4+,Band B,2024-10-04 04:00:23.477,0.0,On Renewal Date,Paid on Time,599.0,599,1,1,process
1864,539570721288,2024-09-25,Won,Renewed,2024-10-08,2024-10-01,CARD,28.0,Accredited,Anchored,4-9,4,11,4+,Band D,2024-10-14 13:45:23.903,6.0,Within 13 Days After Renewal,Paid Late,1279.0,1279,1,1,process
1865,539570724646,2024-09-25,Won,Renewed,2024-10-10,2024-10-01,BACS,22.5,Member Only,Independent,Independent,0,5,4+,Band C1,2024-09-26 00:00:00.000,-14.0,Within 1 Month Prior to Renewal,Paid Early,799.0,799,0,0,process
1866,539570727945,2024-09-25,Won,Renewed,2024-10-13,2024-10-01,CARD,27.0,Accredited,Anchored,1,1,9,4+,Band C2,2024-10-13 04:00:32.110,0.0,On Renewal Date,Paid on Time,949.0,949,1,1,process
1867,539570738068,2024-09-25,Won,Renewed,2024-10-08,2024-10-01,WORLD PAY,28.0,Accredited,Anchored,10+,39,20,4+,Band E,2024-10-08 04:00:28.450,0.0,On Renewal Date,Paid on Time,1349.0,1349,1,1,process
1868,539570738277,2024-09-25,Won,Renewed,2024-10-13,2024-10-01,CARD,28.0,Accredited,Anchored,3,3,20,4+,Band F2,2024-10-13 04:00:30.687,0.0,On Renewal Date,Paid on Time,1979.0,1979,1,1,process
1869,539570739441,2024-09-25,Won,Renewed,2024-10-08,2024-10-01,WORLD PAY,28.0,Accredited,Anchored,10+,39,20,4+,Band E,2024-10-08 04:00:28.450,0.0,On Renewal Date,Paid on Time,1349.0,1349,1,1,process
1870,539570747683,2024-09-25,Won,Renewed,2024-10-08,2024-10-01,CARD,28.0,Accredited,Anchored,4-9,9,9,4+,Band F2,2024-10-14 10:24:30.890,6.0,Within 13 Days After Renewal,Paid Late,2139.0,2139,1,1,process
1871,539570749804,2024-09-25,Won,Renewed,2024-10-17,2024-10-01,CARD,27.5,Accredited,Anchored,4-9,4,5,4+,Band D,2024-10-17 04:00:45.957,0.0,On Renewal Date,Paid on Time,1279.0,1279,1,1,process
1872,539570757447,2024-09-25,Lost,Do Not Work for Client,2024-10-06,2024-10-01,,27.0,Accredited,Anchored,3,3,2,2,Band D,,,,,,1159,1,0,process
1873,539570759013,2024-09-25,Won,Renewed,2024-10-13,2024-10-01,CARD,27.0,Accredited,Anchored,1,1,9,4+,Band D,2024-10-13 04:00:32.840,0.0,On Renewal Date,Paid on Time,1279.0,1279,1,1,process
1874,539570776978,2024-09-25,Won,Renewed,2024-10-19,2024-10-01,BACS,22.5,Member Only,Independent,Independent,0,6,4+,Band C1,2024-11-04 00:00:00.000,16.0,Within 1 Month After Renewal,Paid Late,799.0,799,1,1,process
1875,539570790874,2024-09-25,Won,Renewed,2024-10-12,2024-10-01,CARD,27.0,Accredited,Anchored,3,3,2,2,Band F1,2024-10-12 04:00:47.457,0.0,On Renewal Date,Paid on Time,2009.0,2009,1,1,process
1876,539570801775,2024-09-25,Won,Renewed,2024-10-12,2024-10-01,CARD,27.0,Accredited,Anchored,2,2,4,4+,Band A,2024-10-12 04:00:50.900,0.0,On Renewal Date,Paid on Time,399.0,399,1,1,process
1877,539570806794,2024-09-25,Won,Renewed,2024-10-14,2024-10-01,CARD,28.0,Accredited,Anchored,3,3,19,4+,Band C1,2024-09-26 10:28:07.430,-18.0,Within 1 Month Prior to Renewal,Paid Early,949.0,949,1,1,process
1878,539570812148,2024-09-25,Won,Renewed,2024-10-16,2024-10-01,CARD,27.5,Accredited,Anchored,4-9,5,4,4+,Band D,2024-10-16 11:18:05.373,0.0,On Renewal Date,Paid on Time,1159.0,1159,1,1,process
1879,539570831605,2024-09-25,Won,Renewed,2024-10-19,2024-10-01,CARD,25.5,Accredited,Anchored,4-9,5,124,,Band D,2024-10-19 04:00:25.987,0.0,On Renewal Date,Paid on Time,1279.0,1279,1,1,process
1880,539570837583,2024-09-25,Won,Renewed,2024-10-17,2024-10-01,CARD,28.0,Accredited,Anchored,4-9,5,10,4+,Band D,2024-10-17 04:00:35.570,0.0,On Renewal Date,Paid on Time,1159.0,1159,1,1,process
1881,539571000724,2024-09-26,Won,Renewed,2024-10-16,2024-10-01,CARD,27.5,Accredited,Anchored,4-9,5,4,4+,Band D,2024-10-16 11:18:05.373,0.0,On Renewal Date,Paid on Time,1159.0,1159,1,1,process
1882,539571001208,2024-09-26,Won,Renewed,2024-10-16,2024-10-01,CARD,27.5,Accredited,Anchored,4-9,5,4,4+,Band D,2024-10-16 11:18:05.373,0.0,On Renewal Date,Paid on Time,1159.0,1159,1,1,process
1883,539571001902,2024-09-26,Won,Renewed,2024-10-23,2024-10-01,CARD,23.5,Accredited,Independent,Independent,0,124,,Band C1,2024-10-23 04:00:33.490,0.0,On Renewal Date,Paid on Time,799.0,799,1,1,process
1884,539571008367,2024-09-26,Won,Renewed,2024-10-17,2024-10-01,CARD,28.0,Accredited,Anchored,3,3,8,4+,Band C2,2024-10-17 04:00:37.810,0.0,On Renewal Date,Paid on Time,1069.0,1069,1,1,process
1885,539571012432,2024-09-26,Won,Renewed,2024-10-09,2024-10-01,WORLD PAY,27.0,Accredited,Anchored,1,1,11,4+,Band D,2024-10-09 15:38:21.937,0.0,On Renewal Date,Paid on Time,954.2,1159,0,1,process
1886,539571023781,2024-09-26,Won,Renewed,2024-10-23,2024-10-01,CARD,27.0,Accredited,Anchored,1,1,17,4+,Band B,2024-10-30 16:13:00.207,7.0,Within 13 Days After Renewal,Paid Late,499.0,599,1,0,process
1887,539571040254,2024-09-26,Won,Renewed,2024-10-08,2024-10-01,WORLD PAY,28.0,Accredited,Anchored,4-9,8,21,4+,Band G,2024-10-08 11:27:17.777,0.0,On Renewal Date,Paid on Time,2249.0,2249,1,1,process
1888,539571046789,2024-09-26,Won,Renewed,2024-10-09,2024-10-01,WORLD PAY,27.0,Accredited,Anchored,1,1,7,4+,Band B,2024-10-09 04:01:02.517,0.0,On Renewal Date,Paid on Time,599.0,599,1,1,process
1889,539571047271,2024-09-26,Won,Renewed,2024-10-18,2024-10-01,CARD,23.5,Accredited,Independent,Independent,0,1,1,Band B,2024-10-18 04:00:42.820,0.0,On Renewal Date,Paid on Time,684.0,684,1,1,process
1890,539571047705,2024-09-26,Won,Renewed,2024-10-23,2024-10-01,CARD,27.0,Accredited,Anchored,1,1,12,4+,Band D,2024-10-23 11:46:52.443,0.0,On Renewal Date,Paid on Time,1159.0,1159,1,1,process
1891,539571051958,2024-09-26,Won,Renewed,2024-10-23,2024-10-01,CARD,26.5,Accredited,Anchored,1,1,6,4+,Band B,2024-10-23 04:00:32.000,0.0,On Renewal Date,Paid on Time,704.0,704,1,1,process
1892,539571055580,2024-09-26,Won,Renewed,2024-10-09,2024-10-01,WORLD PAY,27.0,Accredited,Anchored,1,1,7,4+,Band C2,2024-10-09 04:01:03.223,0.0,On Renewal Date,Paid on Time,949.0,949,1,1,process
1893,539571055740,2024-09-26,Won,Renewed,2024-10-09,2024-10-01,CARD,27.0,Accredited,Anchored,1,1,7,4+,Band B,2024-10-02 15:41:25.970,-7.0,Within 13 Days Prior to Renewal,Paid Early,599.0,599,0,1,process
1894,539571057866,2024-09-26,Won,Renewed,2024-10-23,2024-10-01,CARD,28.0,Accredited,Anchored,4-9,4,12,4+,Band D,2024-10-23 04:00:32.723,0.0,On Renewal Date,Paid on Time,1159.0,1159,1,1,process
1895,539571061070,2024-09-26,Won,Renewed,2024-10-18,2024-10-01,CARD,28.0,Accredited,Anchored,10+,10,8,4+,Band D,2024-10-10 13:25:39.703,-8.0,Within 13 Days Prior to Renewal,Paid Early,1159.0,1159,1,1,process
1896,539571062576,2024-09-26,Won,Renewed,2024-10-09,2024-10-01,BACS,27.5,Accredited,Anchored,2,2,11,4+,Band D,2024-10-04 00:00:00.000,-5.0,Within 13 Days Prior to Renewal,Paid Early,1159.0,1159,0,0,process
1897,539571063828,2024-09-26,Won,Renewed,2024-10-09,2024-10-01,CARD,27.5,Accredited,Anchored,3,3,4,4+,Band C1,2024-10-02 15:58:34.503,-7.0,Within 13 Days Prior to Renewal,Paid Early,919.0,919,1,1,process
1898,539571065004,2024-09-26,Lost,No Longer Trading,2024-10-23,2024-10-01,,24.5,In Progress,Independent,Independent,0,9,4+,Band B,,,,,,599,1,0,process
1899,539571072193,2024-09-26,Won,Renewed,2024-10-10,2024-10-01,WORLD PAY,28.0,Accredited,Anchored,10+,13,11,4+,Band D,2024-10-10 04:00:46.750,0.0,On Renewal Date,Paid on Time,1159.0,1159,1,1,process
1900,539571076991,2024-09-26,Won,Renewed,2024-10-12,2024-10-01,CARD,27.5,Accredited,Anchored,2,2,15,4+,Band B,2024-10-12 04:00:39.857,0.0,On Renewal Date,Paid on Time,599.0,599,1,1,process
1901,539571080401,2024-09-26,Won,Renewed,2024-10-09,2024-10-01,WORLD PAY,22.5,Member Only,Independent,Independent,0,6,4+,Band B,2024-11-27 14:41:08.747,49.0,1-2 Months After Renewal,Paid Late,579.0,599,1,1,process
